# ID           RA              DEC              zmag_auto     zmag_col      Ks_col        z50              z025             z975             zspec            lmass         density
G054431        28.178392       -13.993987       22.6748       22.9284       19.7957       0.70240000       0.69150000       0.71280000       -1.0000000       9.98559       2.17584
G054418        28.128442       -13.993902       22.6151       22.6285       19.7603       0.87400000       0.85130000       0.89460000       -1.0000000       9.93742       5.63664
G054446        28.415240       -13.994069       22.3991       22.5029       99.0000       0.83800000       0.82430000       0.85080000       -1.0000000       9.71413       1.47758
G054457        28.070899       -13.994227       22.0264       22.1730       20.4370       0.85970000       0.85090000       0.86840000       -1.0000000       9.66611       2.53830
G054445        28.301735       -13.996850       19.8115       20.1750       17.3092       0.63380000       0.62130000       0.64490000       -1.0000000       10.7637       2.37008
G054474        28.181673       -13.993867       21.9783       22.2450       19.3007       0.85310000       0.82650000       0.86970000       0.84270000       10.4213       6.76789
G054473        28.028904       -13.995215       20.5200       20.6211       17.7454       0.63010000       0.62150000       0.63870000       -1.0000000       10.5733       6.12811
G054545        28.127450       -13.993345       22.2436       22.2694       18.9720       0.84000000       0.79110000       0.87420000       0.82590002       10.4574       2.72134
G054597        28.266667       -13.993386       22.3974       22.5465       18.6528       0.87880000       0.85810000       0.91370000       -1.0000000       10.6694       11.6915
G054589        28.093980       -13.992939       23.0355       23.0340       20.3992       0.74740000       0.74090000       0.75360000       -1.0000000       9.52984       1.55892
G054646        28.016596       -13.992565       22.4728       22.4828       19.9911       0.63250000       0.62520000       0.63940000       -1.0000000       9.65769       4.91969
G054676        28.341394       -13.992014       22.9436       22.9474       20.4960       0.88430000       0.87140000       0.89580000       -1.0000000       9.45810       2.01808
G054690        28.453163       -13.995910       20.5829       20.7606       99.0000       0.70380000       0.69090000       0.71490000       -1.0000000       10.5480       14.4764
G054727        27.947516       -13.992423       23.1449       23.1334       21.4114       0.64110000       0.63070000       0.65370000       -1.0000000       8.69364       1.19389
G054713        28.126976       -13.992302       22.5686       22.5968       19.6084       0.86590000       0.85120000       0.87960000       -1.0000000       10.1242       2.66570
G054734        28.179233       -13.992266       22.3176       22.7397       20.4974       0.71270000       0.70170000       0.72310000       -1.0000000       9.42838      0.638388
G054758        28.049451       -13.992107       22.8263       22.7862       20.1017       0.75950000       0.74980000       0.76910000       -1.0000000       9.72989      0.676331
G054831        28.456133       -13.991259       22.8436       22.8363       99.0000       0.82800000       0.81680000       0.83960000       -1.0000000       9.77737       1.27757
G054825        28.222633       -13.991701       21.2927       21.3241       18.1328       0.78450000       0.75460000       0.81190000       0.86530000       10.7171       5.49632
G054836        28.434589       -13.991952       22.7594       22.8002       99.0000       0.73940000       0.72760000       0.75090000       -1.0000000       9.73229       2.01912
G054857        28.007709       -13.993649       21.6854       21.7591       18.5427       0.64250000       0.63940000       0.64500000       -1.0000000       10.7119       4.22316
G054874        28.259488       -13.993341       20.4504       20.6709       17.2531       0.79340000       0.78230000       0.80440000       0.84700000       11.3442       4.82953
G054863        28.408144       -13.991395       22.0515       22.2523       99.0000       0.62190000       0.60500000       0.64230000       -1.0000000       9.44992       1.07699
G054867        28.161886       -13.991704       21.7367       21.7874       19.0782       0.71730000       0.70680000       0.72800000       0.72020000       10.0713      0.637304
G054901        28.091083       -13.990546       22.4631       23.4626       99.0000       0.82200000       0.68880000       0.97160000       -1.0000000       10.0383       1.62185
G054920        28.257370       -13.990581       22.6877       22.6687       19.6802       0.78380000       0.77050000       0.92410000       0.90420002       10.3902       4.23962
G054925        28.460215       -13.990749       22.7647       22.7658       99.0000       0.83990000       0.82910000       0.85030000       -1.0000000       10.1709       2.27574
G054884        28.432527       -13.992421       21.3443       21.4797       99.0000       0.87840000       0.85550000       0.89200000       -1.0000000       10.3030       1.70693
G054934        28.179073       -13.990662       22.9353       22.9240       19.9626       0.80260000       0.79560000       0.80960000       -1.0000000       10.1869       10.3110
G054980        27.880537       -13.991072       21.4123       21.4863       99.0000       0.61320000       0.45070000       0.62760000       -1.0000000       9.88976      0.543767
G054971        28.187986       -13.991437       22.8801       22.9399       20.3764       0.76400000       0.74530000       0.79130000       -1.0000000       9.55956       5.25305
G055046        28.281460       -13.989758       22.7442       22.8487       19.8986       0.75600000       0.74600000       0.76820000       -1.0000000       9.53310       5.50433
G055032        27.994769       -13.991776       21.0787       21.1662       18.4724       0.61260000       0.58840000       0.63810000       -1.0000000       10.3493       2.31317
G055098        28.013302       -13.990576       21.8037       21.8201       19.6805       0.89170000       0.88330000       0.89990000       -1.0000000       9.75630      0.598292
G055116        28.014489       -13.990058       22.2874       22.2846       20.5152       0.64710000       0.63620000       0.65710000       -1.0000000       9.53854       2.60197
